,Bathrooms,Bedrooms,Floor Size,Listing Date,Listing Number,Price,Town,Type of Property,Furnished,Parking,Pet Friendly,Pool,No Pets Allowed,Erf Size,Garages,Garden,Secure Parking,Fibre Internet,Flatlet,Satellite Internet,ADSL Internet
646,3.5,4.0,,16 January 2020,108326599,14900000.0000,"7 Bebington Avenue, Claremont Upper, Cape Town",House,,1.0,,1.0,,,2.0,1.0,,,,,
647,4.0,4.0,374 m²,07 December 2018,107021945,12750000.0000,"8a Warblers Way, Constantia, Cape Town",House,,,,1.0,,1 443 m²,2.0,1.0,,,,,
648,1.5,2.0,64 m²,08 December 2019,108252859,1250000.0000,"Diep River, Cape Town",Townhouse,,1.0,1.0,,,,,,,,,,
649,3.0,3.0,166 m²,31 March 2020,108608440,3750000.0000,"Kalk Bay, Cape Town",Apartment / Flat,,,1.0,,,189 m²,2.0,1.0,1.0,,,,
650,1.0,4.0,145 m²,22 November 2019,108208270,3895000.0000,"9 Waverley Road, Observatory, Cape Town",House,,,,,,412 m²,,1.0,4.0,,,,
651,7.0,7.0,550 m²,02 October 2019,107998234,19995000.0000,"Camps Bay, Cape Town",House,,4.0,,1.0,1.0,1 126 m²,,,,,,,
652,1.0,1.0,,16 April 2020,108625254,1495000.0000,"4 Conifer Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
653,1.0,2.0,,03 August 2020,108942755,379000.0000,"Lavender Hill, Cape Town",House,,,,,,,,,,,,,
654,3.0,3.0,220 m²,20 March 2020,108592601,39000000.0000,"Clifton, Cape Town",House,,,,,,371 m²,,1.0,,,,,
655,1.0,2.0,,29 July 2020,108926841,1200000.0000,"Wetton, Cape Town",Apartment / Flat,,2.0,,,,90 m²,,,,,,,
656,2.0,2.0,116 m²,23 December 2019,108281237,3295000.0000,"204 Winston Place, Green Point, Cape Town",Apartment / Flat,,2.0,,,,,,,,,,,
657,1.0,2.0,142 m²,05 July 2018,106506830,4795000.0000,"37 Barrack Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
658,3.0,4.0,,12 June 2020,106409167,8900000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,1 170 m²,2.0,,,,,,
659,2.5,3.0,,04 November 2019,108128658,5950000.0000,"223b High Level Road, Sea Point, Cape Town",House,,,1.0,1.0,,294 m²,2.0,,2.0,,,,
660,1.0,2.0,126 m²,19 March 2020,108589130,6000000.0000,"Tokai, Cape Town",House,,3.0,1.0,,,439 m²,,1.0,,,,,
661,2.0,3.0,214 m²,24 January 2019,107124792,7995000.0000,"1 Isidore Cohen Place, Camps Bay, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
662,1.0,2.0,153 m²,05 July 2020,108834010,750000.0000,"Pinati, Cape Town",Townhouse,,1.0,1.0,,,,,,,,,,
663,3.0,4.0,,09 March 2018,106118916,16750000.0000,"15 Central Drive, Camps Bay, Cape Town",House,,,,1.0,,602 m²,2.0,,,,,,
664,3.5,3.0,484 m²,31 July 2019,107769177,17500000.0000,"Gardens, Cape Town",Apartment / Flat,,,,1.0,,,2.0,,,,,,
665,2.0,2.0,220 m²,14 August 2018,106640055,,"152b Waterkant Street, De Waterkant, Cape Town",Townhouse,,,,1.0,,,2.0,,,,,,
666,2.0,3.0,,05 February 2020,108408839,17500000.0000,"4 Second Beach Road, Clifton, Cape Town",House,,,,,,178 m²,,,,,,,
667,6.5,6.0,,29 June 2015,103012456,27995000.0000,"26 First Crescent, Camps Bay, Cape Town",House,,2.0,,1.0,,757 m²,2.0,,,,,,
668,1.0,1.0,39 m²,24 March 2020,108599866,1350000.0000,"Rondebosch Village, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,,
669,2.0,3.0,,09 March 2020,108544292,2085000.0000,"16 Atherstone Road, Plumstead, Cape Town",House,,1.0,1.0,1.0,,495 m²,1.0,,,,,,
670,4.0,5.0,,25 May 2020,108683543,2195000.0000,"Thornton, Cape Town",House,,3.0,,,,595 m²,2.0,1.0,,,,,1.0
671,9.0,10.0,4029 m²,21 January 2020,107049601,36000000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,4 000 m²,10.0,1.0,,,1.0,1.0,
672,1.0,1.0,59 m²,17 March 2020,108579191,2999000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
673,2.0,2.0,79 m²,02 November 2018,106913025,2760000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,,
674,1.0,2.0,77 m²,19 March 2020,108586710,1850000.0000,"Claremont, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
675,1.0,1.0,65 m²,19 April 2018,106259680,2395000.0000,"19a Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,1.0,1.0,,,,,,,,,
676,5.0,5.0,617 m²,06 May 2020,108648986,16500000.0000,"Claremont Upper, Cape Town",House,,2.0,1.0,1.0,,769 m²,2.0,,,,,,
677,2.5,4.0,,04 December 2018,107011360,14750000.0000,"14 The Cheviots Avenue, Camps Bay, Cape Town",House,,,,1.0,,864 m²,2.0,1.0,,,,,
678,1.0,1.0,50 m²,18 March 2020,108584356,1599000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,2 959 m²,,,,,,,
679,4.5,4.0,550 m²,28 February 2019,107252070,36000000.0000,"18 Monterey Drive, Constantia, Cape Town",House,,,1.0,1.0,,10 109 m²,2.0,1.0,3.0,,,,
680,2.0,3.0,,25 July 2018,106578637,4500000.0000,"19 Oldfield Road, Sea Point, Cape Town",House,,,1.0,,,179 m²,1.0,,,,,,
681,4.0,4.0,350 m²,21 February 2020,108475052,36000000.0000,"Llandudno, Cape Town",House,,,,,,1 502 m²,2.0,,,,,,
682,2.0,2.0,151 m²,24 February 2020,108479822,17995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,2 348 m²,2.0,,,,1.0,,
683,2.0,2.0,120 m²,13 April 2020,107141111,6995000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,1.0,1.0,,,,,,,,,
684,2.5,2.0,201 m²,29 September 2018,106795268,10500000.0000,"44 Queens Road, Bantry Bay, Cape Town",House,,1.0,1.0,1.0,,,,1.0,,,,,
685,3.0,4.0,,08 June 2020,108717850,5490000.0000,"Newlands, Cape Town",House,,,1.0,,,619 m²,1.0,1.0,,,,,
686,1.0,1.0,78 m²,18 March 2020,108584702,2099999.0000,"Vredehoek, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
687,3.0,4.0,321 m²,19 March 2020,108588043,11500000.0000,"Camps Bay, Cape Town",House,,,,1.0,,790 m²,2.0,1.0,,,,,
688,5.5,5.0,,12 February 2020,108436470,25950000.0000,"Camps Bay, Cape Town",House,,3.0,,1.0,,852 m²,2.0,1.0,,,,,
689,4.0,6.0,,16 November 2018,106962133,12900000.0000,"18 Klaassens Road, Bishopscourt, Cape Town",House,,,,1.0,,3 501 m²,2.0,,,,,,
690,1.0,2.0,59 m²,17 November 2017,105813287,2656000.0000,"Observatory, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
691,2.0,4.0,170 m²,21 March 2020,108594264,3550000.0000,"Claremont, Cape Town",House,,,,,,456 m²,1.0,1.0,,,,,
692,2.0,2.0,,09 March 2020,108548564,5495000.0000,"152 Ocean View Drive, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,1.0,,,
693,7.0,8.0,,28 August 2018,106686733,25000000.0000,"94 Camps Bay Drive, Camps Bay, Cape Town",House,,4.0,,,,811 m²,2.0,,,,,,
694,3.0,5.0,280 m²,27 June 2018,106483697,5100000.0000,"1 Carl Street, Bo Kaap, Cape Town",House,,,1.0,,,439 m²,2.0,,,,1.0,,
695,5.0,4.0,,23 November 2015,103409566,29500000.0000,"19 Shanklin Crescent, Camps Bay, Cape Town",House,,,,1.0,,998 m²,2.0,1.0,,,,,
696,5.0,5.0,617 m²,06 May 2020,108648986,16500000.0000,"Claremont Upper, Cape Town",House,,2.0,1.0,1.0,,769 m²,2.0,,,,,,
697,2.0,3.0,,11 February 2020,108428774,2000000.0000,"31 Church Road, Muizenberg, Cape Town",House,,,,,,206 m²,,1.0,,,,,
698,1.0,2.0,60 m²,04 June 2020,108706738,699000.0000,"Bishop Lavis, Cape Town",House,,,,,,144 m²,,,,,,,
699,1.0,1.0,50 m²,18 March 2020,108584356,1599000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,2 959 m²,,,,,,,
700,2.0,2.0,,09 March 2020,108548564,5495000.0000,"152 Ocean View Drive, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,1.0,,,
701,4.5,4.0,550 m²,28 February 2019,107252070,36000000.0000,"18 Monterey Drive, Constantia, Cape Town",House,,,1.0,1.0,,10 109 m²,2.0,1.0,3.0,,,,
702,4.5,5.0,,16 July 2018,106543559,8500000.0000,"12 Lister Road, Rondebosch, Cape Town",House,,,,1.0,,1 022 m²,2.0,1.0,2.0,,,,
703,1.0,1.0,40 m²,18 December 2018,107043910,1990000.0000,"20 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,1.0,,,,,,
704,2.0,2.0,151 m²,24 February 2020,108479822,17995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,2 348 m²,2.0,,,,1.0,,
705,2.0,2.0,79 m²,21 October 2019,108077708,1975000.0000,"Tokai, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
706,3.0,4.0,,08 June 2020,108717850,5490000.0000,"Newlands, Cape Town",House,,,1.0,,,619 m²,1.0,1.0,,,,,
707,1.0,1.0,60 m²,20 June 2018,106462230,3950000.0000,"7 Clifford Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
708,3.0,4.0,321 m²,19 March 2020,108588043,11500000.0000,"Camps Bay, Cape Town",House,,,,1.0,,790 m²,2.0,1.0,,,,,
709,5.5,5.0,,12 February 2020,108436470,25950000.0000,"Camps Bay, Cape Town",House,,3.0,,1.0,,852 m²,2.0,1.0,,,,,
710,2.0,4.0,170 m²,21 March 2020,108594264,3550000.0000,"Claremont, Cape Town",House,,,,,,456 m²,1.0,1.0,,,,,
711,4.0,6.0,,16 November 2018,106962144,12900000.0000,"18 Klaassens Road, Bishopscourt, Cape Town",House,,6.0,,1.0,,3 501 m²,2.0,,,,,,
712,3.0,4.0,450 m²,08 February 2019,107179178,14350000.0000,"Bishopscourt, Cape Town",House,,,,1.0,,4 240 m²,3.0,1.0,,,,,
713,2.5,4.0,185 m²,23 March 2020,108595263,4950000.0000,"Wynberg Upper, Cape Town",House,,2.0,,,,411 m²,2.0,,,,,,
714,1.0,1.0,45 m²,13 March 2020,108567549,445000.0000,"243 Main Road, Wynberg, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
715,4.0,4.0,,04 February 2020,108401818,14900000.0000,"14 Highwick Drive, Kenilworth Upper, Cape Town",House,,,,1.0,,1 298 m²,3.0,1.0,3.0,,,,
716,2.0,3.0,,15 November 2019,108175210,5200000.0000,"6 Irene Road, Newlands, Cape Town",House,,,1.0,,,361 m²,,,2.0,,,,
717,30.0,30.0,,18 May 2020,108670117,64700000.0000,"Fresnaye, Cape Town",House,,,,1.0,,2 800 m²,4.0,1.0,10.0,,,,
718,1.0,1.0,44 m²,15 March 2020,108570263,1719000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,,,1.0,,,,
719,1.0,0.5,,12 June 2020,108736862,2250000.0000,"55 Middlehof 1 Glengariff Road Sea Point, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,1.0,,,
720,3.0,4.0,,23 January 2020,108356437,3250000.0000,"23 Fountain, Bergvliet, Cape Town",House,,,,1.0,,493 m²,2.0,,2.0,,,,
721,2.0,4.0,,21 October 2019,108076683,12999000.0000,"Camps Bay, Cape Town",House,,2.0,1.0,1.0,,595 m²,2.0,,,,,,
722,2.0,2.0,272 m²,05 June 2020,108713533,17250000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
723,3.5,3.0,294 m²,16 March 2020,108572982,24900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,1.0,,,3.0,,,,,,
724,2.0,2.0,150 m²,13 June 2018,106437553,5000000.0000,"24 308 West Side Studios, 24 Buiten Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,2.0,,,,,,
725,1.0,1.0,120 m²,20 August 2018,106661942,4495000.0000,"116 82 De Oude Schuur, 116 Bree Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
726,2.0,3.0,110 m²,18 November 2019,108190611,4950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
727,2.0,3.0,,24 February 2020,108479736,3790000.0000,"5 Heather, Meadowridge, Cape Town",House,,,,1.0,,800 m²,2.0,1.0,2.0,,,,
728,2.0,4.0,,05 November 2019,108133011,3230000.0000,"18 Robins Road, Observatory, Cape Town",House,,,,,,295 m²,,1.0,,1.0,,,
729,2.0,2.0,132 m²,06 December 2019,108249382,5800000.0000,"Casa Mia 12 St Johns Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,1.0,,,
730,5.0,5.0,597 m²,12 March 2019,107292113,28000000.0000,"5 Clifton Road, Clifton, Cape Town",House,,,,,,,2.0,,,,,,
731,1.5,3.0,82 m²,15 January 2020,108323105,1850000.0000,"6 Acton Road, Rosebank, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,1.0,,,
732,1.5,2.0,109 m²,12 December 2019,108264925,2999999.0000,"20a St Johns Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
733,6.0,4.0,,04 January 2019,107058372,41500000.0000,"6 Top Road, Fresnaye, Cape Town",House,,4.0,,1.0,,510 m²,3.0,,,,,,
734,1.0,1.0,47 m²,28 January 2020,108375291,1850000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
735,1.0,2.0,76 m²,19 March 2020,108585749,2400000.0000,"Rondebosch, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,,,1.0,,,,,
736,3.5,3.0,292 m²,12 March 2020,108560520,7250000.0000,"Rondebosch, Cape Town",House,,,,1.0,,301 ha,2.0,1.0,,,,,
737,1.0,1.0,49 m²,20 August 2018,106662450,2200000.0000,"148 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,49 m²,1.0,,,,,,
738,3.0,4.0,,03 July 2020,108831195,2850000.0000,"Pelican Heights, Cape Town",House,,1.0,,,,980 m²,1.0,1.0,,,,,
739,2.0,2.0,,17 December 2019,108271715,4850000.0000,"76 Main Street, Newlands, Cape Town",House,,1.0,,,,181 m²,,1.0,,,,,
740,2.0,2.0,100 m²,14 March 2020,108569267,4995000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
741,4.5,4.0,300 m²,30 October 2019,108113040,7999000.0000,"Claremont Upper, Cape Town",House,,,,1.0,,496 m²,2.0,,,,,,
742,1.0,2.0,89 m²,15 April 2020,108624731,2750000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,1 079 m²,1.0,1.0,,,,,
743,4.0,4.0,212 m²,25 March 2020,108602094,6950000.0000,"Kalk Bay, Cape Town",House,,,,,,560 m²,1.0,1.0,,,,,
744,2.0,2.0,98 m²,07 November 2019,108143442,3725000.0000,"153 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
745,2.0,4.0,,05 June 2019,107570689,9450000.0000,"14 Frank Avenue, Vredehoek, Cape Town",House,,2.0,1.0,1.0,,706 m²,2.0,1.0,,,,,
746,2.0,3.0,189 m²,16 March 2020,108572986,9250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,1.0,,,3.0,,,,,,
747,1.0,1.0,64 m²,12 March 2020,108562364,2550000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,4 839 m²,1.0,,,,,,
748,1.0,1.0,,08 May 2020,108651718,3200000.0000,"4 Liddle Street, De Waterkant, De Waterkant, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
749,2.0,2.0,73 m²,23 March 2020,108598814,4950000.0000,"Sea Point, Cape Town",Apartment / Flat,1.0,2.0,,,1.0,,,,,,,,
750,1.0,5.0,,12 June 2020,108736023,19000000.0000,"Summerseat , Higgovale, Higgovale, Cape Town",House,,1.0,,,,,2.0,1.0,,,,,
751,3.0,3.0,,09 December 2019,108255805,2650000.0000,"10 Bolus Avenue, Kenilworth, Cape Town",House,,,,,,740 m²,1.0,1.0,4.0,,,,
752,1.0,1.0,42 m²,06 April 2020,108614522,1550000.0000,"187 Sir Lowry Road, Woodstock, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,42 m²,,,,1.0,,,
753,1.5,3.0,82 m²,15 January 2020,108323105,1850000.0000,"6 Acton Road, Rosebank, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,1.0,,,
754,1.0,1.0,47 m²,29 April 2020,108640388,2615000.0000,"169 Main Road, Green Point, Cape Town",Apartment / Flat,,,,,,47 m²,,,,,,,
755,2.0,3.0,,24 July 2019,107738417,4400000.0000,"13 Mains Avenue, Kenilworth Upper, Cape Town",House,,,1.0,,,312 m²,2.0,1.0,,,,,
756,1.5,1.0,107 m²,11 October 2019,108047299,5895000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,1.0,,,107 m²,1.0,,,,,,
757,2.0,3.0,190 m²,11 March 2020,108557670,2950000.0000,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,1.0,,,
758,4.0,4.0,300 m²,11 October 2019,108044986,8750000.0000,"31 Wilderness Road, Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,300 m²,,,3.0,,,,
759,1.0,,37 m²,12 February 2020,108434575,1703850.0000,"220 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,,,
760,5.5,5.0,478 m²,28 November 2019,108227958,29995000.0000,"Camps Bay, Cape Town",House,,4.0,1.0,1.0,,486 m²,,,,,1.0,,
761,1.0,3.0,113 m²,13 March 2020,108565836,2900000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,,,,1.0,1.0,,,,,
762,2.0,3.0,,11 March 2020,108556668,2160000.0000,"6 Niblick Street, Lakeside, Cape Town",Townhouse,,1.0,,,,112 m²,1.0,1.0,,,,,
763,2.0,4.0,,21 August 2019,107857193,4200000.0000,"11 Forest Road, Rondebosch, Cape Town",House,,,,,,357 m²,,1.0,,,,,
764,4.5,4.0,,04 December 2018,107011145,15950000.0000,"48 Hely Hutchinson Avenue, Camps Bay, Cape Town",House,,,,1.0,,761 m²,2.0,1.0,,,1.0,,
765,1.0,1.0,65 m²,10 March 2020,108551905,2995000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,,,,,,,
766,1.0,,41 m²,12 March 2020,108560906,1575000.0000,"Newlands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
767,2.0,3.0,,17 April 2019,107416649,4495000.0000,"Doordrift Village, Constantia, Cape Town",House,,,,1.0,,330 m²,2.0,1.0,,,,,
768,,,,24 June 2020,108797954,9995000.0000,"Camps Bay, Cape Town",House,,,,,,,,,,,,,
769,2.0,2.0,82 m²,06 August 2019,107801546,4783250.0000,"Strand Beach, 243 High Level Road, Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,,,,,1.0,,,
770,1.0,1.0,,22 May 2020,108679796,1549000.0000,"Salt River, Cape Town",Apartment / Flat,,1.0,,,,66 m²,1.0,,,,,,
771,2.0,3.0,110 m²,03 June 2020,108705079,1450000.0000,"Muizenberg, Cape Town",House,,,1.0,1.0,,,1.0,1.0,,,,,
772,1.0,2.0,63 m²,12 March 2020,108563844,2495000.0000,"Green Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
773,1.0,1.0,44 m²,14 March 2020,108569191,1915200.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
774,2.0,2.0,82 m²,12 March 2020,108560968,3495000.0000,"Green Point, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,1.0,,,,,
775,1.0,1.0,36 m²,13 March 2020,108565144,950000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,1.0,,,,
776,2.0,2.0,92 m²,29 July 2019,107759452,2750000.0000,"8 Buiten Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
777,3.0,3.0,250 m²,10 March 2020,108551269,13995000.0000,"Constantia, Cape Town",House,,,,,,776 m²,2.0,,,,,,
778,3.5,3.0,326 m²,20 March 2020,108592214,16900000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,,
779,2.5,2.0,132 m²,09 March 2020,108546351,7750000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
780,3.5,5.0,,06 June 2018,106412564,13950000.0000,"102 Geneva Drive, Camps Bay, Cape Town",House,,,,1.0,,903 m²,2.0,1.0,,,,,
781,1.0,2.0,56 m²,09 March 2020,108548743,3360000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,178 292 m²,1.0,1.0,,,,,
782,1.0,1.0,32 m²,24 October 2019,108092960,950000.0000,"76 Sir Lowry, Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,32 m²,,,,1.0,,,
783,2.0,2.0,66 m²,11 March 2020,108557141,2495000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
784,1.0,3.0,220 m²,15 April 2020,108624539,8950000.0000,"Camps Bay, Cape Town",House,,,,,,765 m²,1.0,,,,,,
785,2.0,3.0,132 m²,10 March 2020,108551752,2380000.0000,"Muizenberg, Cape Town",House,,,,,,543 m²,,,2.0,,1.0,,
786,4.5,4.0,,25 July 2018,106578714,13995000.0000,"5 Uitsig Close, Constantia, Cape Town",House,,,1.0,1.0,,1 488 m²,2.0,1.0,4.0,,,,
787,1.0,1.0,54 m²,29 April 2019,107447426,3700000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
788,1.0,2.0,136 m²,06 July 2020,108837840,2900000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
789,1.0,1.0,60 m²,10 March 2020,108551084,1395000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
790,3.5,5.0,475 m²,04 October 2019,108008378,13450000.0000,"Bishopscourt, Cape Town",House,,2.0,,1.0,,3 645 m²,2.0,1.0,,,,,
791,1.0,1.0,,23 June 2020,108792698,715000.0000,"Thornton, Cape Town",Apartment / Flat,,,,,,42 m²,,,,,,,
792,1.0,2.0,,21 July 2020,108894910,245000.0000,"Philippi East, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
793,2.0,3.0,363 m²,22 June 2020,108784294,1395000.0000,"Pelican Park, Cape Town",House,,2.0,1.0,,,,2.0,,,,,,
794,2.5,2.0,201 m²,20 December 2019,108278454,10500000.0000,"Fresnaye, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
795,1.0,1.0,36 m²,13 March 2020,108565144,950000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,1.0,,,,
796,2.0,3.0,154 m²,11 March 2020,108559267,2250000.0000,"20 Eastlake Island Way, Marina Da Gama, Cape Town",Townhouse,,,,,,277 m²,1.0,1.0,,,,,
797,4.0,4.0,220 m²,17 September 2019,107952713,3995000.0000,"2 Montague Road, Bergvliet, Cape Town",House,,1.0,1.0,1.0,,1 071 m²,3.0,1.0,,,,,
798,2.0,2.0,154 m²,16 March 2020,108571728,7500000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
799,2.0,2.0,,14 February 2020,108448033,4594000.0000,"5 Ivy Street, Gardens, Cape Town",House,,,,1.0,,226 m²,1.0,1.0,,,,,
800,3.0,3.0,250 m²,10 March 2020,108551269,13995000.0000,"Constantia, Cape Town",House,,,,,,776 m²,2.0,,,,,,
801,3.5,5.0,,06 June 2018,106412564,13950000.0000,"102 Geneva Drive, Camps Bay, Cape Town",House,,,,1.0,,903 m²,2.0,1.0,,,,,
802,1.0,1.0,32 m²,24 October 2019,108092960,950000.0000,"76 Sir Lowry, Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,32 m²,,,,1.0,,,
803,4.0,5.0,,20 March 2019,107320869,19995000.0000,"46 Atholl Road, Camps Bay, Cape Town",House,,,,1.0,,969 m²,2.0,,,,,,
804,1.0,1.0,42 m²,19 December 2019,108276578,1950000.0000,"85 Albert Road, Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,,,
805,5.0,5.0,,08 January 2020,108299297,16900000.0000,"39 Oak Avenue, Kenilworth Upper, Cape Town",House,,,,1.0,,1 059 m²,2.0,1.0,2.0,,,,
806,1.5,2.0,109 m²,15 August 2019,107831466,4700000.0000,"281 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
807,,,92 m²,21 October 2019,108077480,4650000.0000,"16 Bree Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
808,1.0,2.0,60 m²,14 October 2019,108054069,1100000.0000,"The Palms, 96 Columbine Avenue, Ottery, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
809,1.0,1.0,54 m²,29 April 2019,107447426,3700000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
810,1.0,1.0,53 m²,12 June 2020,108736781,1890000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
811,1.0,1.0,,23 June 2020,108792698,715000.0000,"Thornton, Cape Town",Apartment / Flat,,,,,,42 m²,,,,,,,
812,1.0,2.0,,21 July 2020,108894910,245000.0000,"Philippi East, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
813,1.0,2.0,,20 November 2019,108198976,1995000.0000,"38 Salisbury Street, Woodstock, Cape Town",House,,,,,,86 m²,,,,1.0,,,
814,1.0,1.0,56 m²,18 August 2018,106656555,1625000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
815,7.0,7.0,950 m²,30 August 2017,105541033,29000000.0000,"Constantia, Cape Town",House,,2.0,1.0,1.0,,4 244 m²,2.0,1.0,,,1.0,,
816,4.5,4.0,,27 September 2019,107986072,29995000.0000,"34 Victoria Road, Bakoven, Cape Town",House,,,,1.0,,486 m²,,,2.0,,,,
817,2.0,4.0,,15 May 2017,105136253,14950000.0000,"35 Hely Hutchinson Avenue, Camps Bay, Cape Town",House,,,1.0,1.0,,996 m²,1.0,,,,1.0,,
818,1.0,0.5,42 m²,06 April 2020,108614586,1695000.0000,"Gardens, Cape Town",Apartment / Flat,,,1.0,,,,,,1.0,,,,
819,1.0,1.0,61 m²,17 September 2019,107949630,2450000.0000,"31-39 The Adderley, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
820,1.0,1.0,29 m²,09 March 2020,108548965,1050000.0000,"Woodstock, Cape Town",Apartment / Flat,,,1.0,1.0,,50 m²,,,,,,,
821,1.0,2.0,83 m²,05 March 2020,108536008,1450000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
822,2.0,4.0,,11 November 2019,108155931,18950000.0000,"2 Theresa Avenue, Camps Bay, Cape Town",House,,,,1.0,,1 750 m²,2.0,,,,,,
