,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
1673,1.0,2.0,,73 m²,1.0,25 August 2020,109029251,,1350000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1674,2.0,2.0,,124 m²,,26 August 2020,109032798,,5895000.0000,"23 Crystal Waters 7-11 Dover Road Sea Point Upper, Sea Point, Cape Town",Apartment / Flat,,1.0,,3.0,,,,1.0,,,
1675,1.0,0.5,,25 m²,,14 September 2020,109112005,1.0,1595000.0000,"Sea Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
1676,2.0,2.0,,123 m²,,30 July 2020,108929710,,5250000.0000,"Beach Court 233 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1677,3.0,4.0,445 m²,,2.0,07 September 2020,109076393,1.0,13700000.0000,"Fresnaye, Cape Town",House,,1.0,,,,,,,,,
1678,2.0,3.0,,199 m²,2.0,05 August 2020,108952056,,7250000.0000,"Sea Point, Cape Town",Townhouse,,,,,,,,,,,
1679,2.0,2.0,2 592 m²,56 m²,1.0,31 July 2020,108937350,,1850000.0000,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1680,,,95 m²,,,11 September 2020,109108865,,3250000.0000,"Newlands, Cape Town",Apartment / Flat,,,,,,,,,,,
1681,2.0,3.0,,107 m²,1.0,03 September 2020,109063134,,1750000.0000,"Woodstock, Cape Town",House,,,,,1.0,,,,,,
1682,4.0,4.0,,,2.0,15 July 2020,108871840,,13995000.0000,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,
1683,4.5,4.0,2 212 m²,502 m²,3.0,28 August 2020,109042100,1.0,14500000.0000,"Bishopscourt, Cape Town",House,,1.0,,6.0,,,1.0,,,,
1684,3.0,4.0,,,2.0,11 September 2020,109107640,,28000000.0000,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,,
1685,2.0,2.0,,146 m²,1.0,03 September 2020,109060914,,3850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
1686,4.0,4.0,,426 m²,,03 August 2020,108940694,,27000000.0000,"Fresnaye, Cape Town",Apartment / Flat,,1.0,,4.0,,,,,,,
1687,2.0,2.0,,104 m²,,13 August 2020,108984368,,3995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,
1688,2.0,3.0,136 m²,136 m²,2.0,03 September 2020,109064078,,3250000.0000,"Observatory, Cape Town",House,,,,,1.0,,,,,,
1689,3.0,3.0,,,,19 August 2020,109005793,,3495000.0000,"5 Escombe Road, Vredehoek, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
1690,1.0,3.0,803 m²,125 m²,1.0,14 September 2020,109107408,,3200000.0000,"Pinelands, Cape Town",House,,,,3.0,1.0,,,,,,
1691,2.0,2.0,,132 m²,,14 August 2020,108987905,,15995000.0000,"Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1692,1.0,1.0,,50 m²,,08 September 2020,109088225,1.0,1045000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
1693,2.0,2.0,316 m²,,1.0,17 August 2020,108994670,,2495000.0000,"7c Parry Road, Claremont, Cape Town",House,1.0,,3.0,,,,,,,,
1694,2.0,4.0,901 m²,171 m²,1.0,04 September 2020,109065304,1.0,3250000.0000,"Tokai, Cape Town",House,1.0,1.0,,6.0,,,,,,,
1695,2.0,2.0,200 m²,200 m²,,02 September 2020,109059042,,2100000.0000,"Wynberg, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1696,1.0,3.0,240 m²,,,11 September 2020,109107930,,699999.0000,"8 St Richard Road, Seawinds, Cape Town",House,1.0,,,1.0,,,,,,,
1697,5.5,5.0,638 m²,,3.0,03 September 2020,109061043,,42000000.0000,"Bakoven, Cape Town",House,1.0,1.0,,,,,,,,,
1698,1.0,2.0,,55 m²,,22 July 2020,108898886,,1695000.0000,"19 Grove Avenue, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1699,2.0,3.0,154 m²,154 m²,,16 August 2019,107837619,,24725000.0000,"Waterclub, 1943 Beach Road, Mouille Point, Cape Town",Apartment / Flat,1.0,,,2.0,,,,,,,
1700,2.0,5.0,595 m²,,1.0,03 September 2020,109063402,1.0,2995000.0000,"Ottery, Cape Town",House,1.0,1.0,,3.0,,,,,,,
1701,2.0,4.0,396 m²,,3.0,03 September 2020,109063517,1.0,8200000.0000,"Fresnaye, Cape Town",House,,1.0,,,,,,,,,
1702,1.0,0.5,40 m²,40 m²,,17 September 2020,109130184,,1250000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,1.0,,,
1703,1.0,2.0,763 m²,71 m²,1.0,04 August 2020,108949881,1.0,2500000.0000,"164 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,
1704,1.0,2.0,,507 m²,1.0,14 September 2020,109115163,,950000.0000,"Matroosfontein, Cape Town",House,,,,,1.0,,1.0,,,,
1705,1.0,,,40 m²,1.0,14 September 2020,109115481,,1895000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,
1706,4.0,4.0,1 500 m²,300 m²,2.0,04 September 2020,109068185,,12900000.0000,"Constantia, Cape Town",House,1.0,,,,,,,,,,
1707,2.5,3.0,248 m²,,2.0,02 March 2020,108519523,,7700000.0000,"Nieuwe Steenberg, Cape Town",House,,,,2.0,,,,,,,
1708,2.0,3.0,722 m²,201 m²,1.0,08 September 2020,109087525,,3900000.0000,"Kenilworth, Cape Town",House,,,3.0,,,,,,,,
1709,2.0,2.0,135 m²,,,15 September 2020,109119077,1.0,2595000.0000,"Observatory, Cape Town",House,,,,,,,,,,,
1710,3.0,3.0,,146 m²,,04 August 2020,108947058,,13997500.0000,"53 Victoria Road, Clifton, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1711,2.0,3.0,,,,11 August 2020,108974073,1.0,4200000.0000,"17 Putter Street, Lakeside, Cape Town",House,1.0,1.0,,3.0,,,1.0,,,,
1712,3.0,4.0,388 m²,,2.0,12 August 2020,108978952,1.0,11995000.0000,"2 Brompton, Bantry Bay, Cape Town",House,1.0,1.0,,,,,,,,,
1713,1.0,1.0,,47 m²,,07 September 2020,109074876,1.0,1950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1714,1.0,1.0,60 m²,,,14 August 2020,108987825,,2384000.0000,"Bendenis Court, 4 Scholtz Road, Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1715,1.0,,,63 m²,,25 August 2020,109028360,,1495000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,
1716,1.0,0.5,,41 m²,1.0,10 August 2020,108969813,,1435000.0000,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
1717,1.0,1.0,,73 m²,,29 July 2020,108925061,1.0,1750000.0000,"5 Mortimer Road, Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1718,2.0,2.0,,90 m²,,25 August 2020,109028121,,4495000.0000,"Claremont Upper, Cape Town",Apartment / Flat,1.0,,,2.0,,,,,,,
1719,1.5,3.0,,118 m²,1.0,22 July 2020,108901224,,2700000.0000,"4 Highstead Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
1720,2.0,2.0,,100 m²,,21 July 2020,108892696,,3950000.0000,"15 Upper Orange Street, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1721,2.0,2.0,,88 m²,1.0,20 July 2020,108890376,,3500000.0000,"20 Riebeek, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1722,1.0,2.0,,68 m²,2.0,10 September 2020,109104311,,2750000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1723,1.0,2.0,,70 m²,,19 August 2019,107845016,,2500000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,
1724,4.0,5.0,496 m²,228 m²,1.0,22 July 2020,108901401,,2450000.0000,"9 Belfast Road, Wynberg, Cape Town",House,1.0,,,4.0,,,,,,,
1725,1.0,3.0,495 m²,,3.0,14 September 2020,109116943,1.0,2650000.0000,"Southfield, Cape Town",House,1.0,1.0,,2.0,,,,,,,
1726,8.0,8.0,7 709 m²,,4.0,02 July 2020,105869394,,56000000.0000,"Bishopscourt, Cape Town",House,1.0,1.0,,12.0,,,,,,,
1727,2.0,2.0,,94 m²,,20 July 2020,108887883,1.0,11490000.0000,"36 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1728,2.0,2.0,,93 m²,,17 July 2020,108882915,,3800000.0000,"Gardens, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1729,1.0,3.0,364 m²,,2.0,11 September 2020,109108189,,2300000.0000,"Plumstead, Cape Town",House,1.0,,,,,,1.0,,,,
1730,2.0,2.0,,110 m²,1.0,06 August 2020,108956049,,3495000.0000,"5 Marseilles Avenue, Sea Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
1731,1.0,4.0,227 m²,,,15 September 2020,109119692,,1200000.0000,"Coniston Park, Cape Town",House,,,,2.0,,,,,,,
1732,1.0,2.0,71 m²,71 m²,,25 August 2020,109028013,,1895000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
1733,3.0,4.0,736 m²,244 m²,2.0,02 September 2020,109055846,,3395000.0000,"Zeekoevlei, Cape Town",House,1.0,,,5.0,,,,,,,
1734,3.0,4.0,720 m²,270 m²,3.0,02 September 2020,109059456,1.0,4150000.0000,"Kirstenhof, Cape Town",House,1.0,1.0,,,,,,,,,
1735,2.0,3.0,734 m²,,2.0,14 July 2020,108869622,,4485000.0000,"14 Wyndover Road, Claremont, Cape Town",House,1.0,1.0,2.0,,,,,,,,
1736,4.0,5.0,377 m²,,,19 August 2019,107848054,,3750000.0000,"22 Upper Bloem Street, Bo Kaap, Cape Town",House,1.0,,,1.0,,,,,,,
1737,2.0,4.0,515 m²,295 m²,2.0,01 September 2020,109054605,,3295000.0000,"Plumstead, Cape Town",House,1.0,,,3.0,,,,,,,
1738,1.5,3.0,144 m²,126 m²,1.0,22 July 2020,108902100,,3145000.0000,"24 Stegman Road, Newlands, Cape Town",Townhouse,,,,2.0,1.0,,,,,,
1739,1.5,2.0,,65 m²,,08 September 2020,109088166,,2260000.0000,"Observatory, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,
1740,2.0,2.0,885 m²,130 m²,2.0,06 August 2020,108958038,1.0,3100000.0000,"34 Achilles Way, Pinelands, Cape Town",House,1.0,,2.0,,,,,,,,
1741,2.0,3.0,190 m²,,,26 January 2020,108365290,,2400000.0000,"14 Arnold Street, Observatory, Cape Town",House,1.0,,,,,,,1.0,,,
1742,3.0,3.0,627 m²,,2.0,07 July 2020,108840928,1.0,49950000.0000,"Bantry Bay, Cape Town",House,,1.0,,,,,1.0,,,,
1743,1.0,0.5,,,,14 September 2020,109113819,,2199000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
1744,2.0,6.0,496 m²,270 m²,2.0,02 September 2020,109055531,,2350000.0000,"Penlyn Estate, Cape Town",House,1.0,,,,,,,,,,
1745,3.0,4.0,833 m²,250 m²,,20 July 2020,108888466,,4195000.0000,"19 Victory Avenue, Pinelands, Cape Town",House,,1.0,,5.0,,,1.0,,,,
1746,1.0,1.0,,50 m²,1.0,30 July 2020,108931170,1.0,1695000.0000,"40 Solan Street, Gardens, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1747,2.0,2.0,13 827 m²,119 m²,,28 August 2020,109042673,1.0,3450000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
1748,2.5,5.0,887 m²,250 m²,2.0,24 August 2020,109024836,,5395000.0000,"Newlands, Cape Town",House,,,,,,,1.0,,,,
1749,1.5,3.0,,97 m²,1.0,31 August 2020,109047536,1.0,1675000.0000,"Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,
1750,1.0,2.0,94 m²,94 m²,1.0,24 August 2020,109021764,1.0,2795000.0000,"44 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,1.0,,
1751,1.0,1.0,40 m²,40 m²,,09 September 2020,109094560,,1900000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1752,1.0,1.0,,71 m²,,07 August 2020,108965002,,1295000.0000,"277 Main Road, Claremont, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1753,1.0,2.0,,132 m²,1.0,19 July 2020,108887103,1.0,2890000.0000,"344 Brickfield Street, Salt River, Cape Town",Townhouse,1.0,1.0,,1.0,,,,,,,
1754,1.0,1.0,,53 m²,,25 August 2020,109027710,,2995000.0000,"35 The Odyssey Hill Road Green Point, Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,
1755,5.5,5.0,1 437 m²,527 m²,3.0,24 August 2020,109023401,1.0,19900000.0000,"Constantia, Cape Town",House,,1.0,,3.0,,,,,,,
1756,2.0,2.0,,,,10 September 2020,109100255,,3500000.0000,"7 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,
1757,2.0,2.0,,77 m²,,10 September 2020,109100837,,4600000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1758,3.0,3.0,268 m²,,2.0,06 August 2020,108958260,,4495000.0000,"36a St Andrews Road, Claremont, Cape Town",House,,,,,,,,,,,
1759,4.5,4.0,829 m²,,2.0,17 March 2020,108579642,,20500000.0000,"Fresnaye, Cape Town",House,1.0,1.0,,3.0,,,,,,,
1760,2.0,2.0,,141 m²,,10 July 2020,108856945,,10995000.0000,"Faulconier, Dock Road, Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1761,4.0,5.0,595 m²,,,02 September 2020,109057029,,2695000.0000,"Thornton, Cape Town",House,,,,3.0,1.0,,1.0,,,,
1762,1.0,2.0,,72 m²,1.0,30 August 2020,109046322,,1490000.0000,"Bergvliet, Cape Town",Apartment / Flat,1.0,,1.0,,,,,,,,
1763,1.0,1.0,,53 m²,,03 July 2020,108828186,,2250000.0000,"197 Main Road, Green Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1764,2.0,2.0,,97 m²,,14 July 2020,108869612,1.0,3950000.0000,"13 Ingleside Road, Camps Bay, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
1765,2.0,2.0,112 m²,87 m²,,18 August 2020,109003559,1.0,2050000.0000,"Harfield Village, Cape Town",Townhouse,,,,1.0,,,,,,,
1766,3.0,10.0,282 m²,282 m²,,03 September 2020,109063541,,4000000.0000,"Salt River, Cape Town",House,,,,,1.0,,,,,,
1767,1.0,2.0,,,,16 September 2020,109128004,,1180000.0000,"Wynberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1768,3.0,4.0,137 m²,200 m²,1.0,24 August 2020,109023404,1.0,5950000.0000,"Sea Point, Cape Town",House,,,,,,,,,,,
1769,1.0,1.0,,53 m²,,27 August 2020,109037438,,1780000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
1770,2.0,2.0,,88 m²,,07 September 2020,109072915,,4595000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1771,1.0,3.0,168 m²,98 m²,,24 August 2020,109022762,1.0,2195000.0000,"Woodstock, Cape Town",House,,,,1.0,,,,,,,
1772,2.0,2.0,,75 m²,,07 September 2020,109074040,,1780000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1773,2.0,2.0,,92 m²,,23 August 2020,109020392,,3240000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1774,4.0,4.0,377 m²,,,18 August 2020,106520878,,5995000.0000,"13 Heatherton Road, Claremont, Cape Town",House,,,,,,,,,,,
1775,2.0,2.0,,80 m²,,23 July 2020,108906210,,1995000.0000,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
1776,1.0,1.0,,72 m²,,23 July 2020,108906534,,5995000.0000,"42 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,
1777,2.0,5.0,496 m²,,,20 September 2020,109140100,,1799000.0000,"Surrey Estate, Cape Town",House,1.0,,,9.0,,,,,,,
1778,2.0,2.0,,84 m²,2.0,20 July 2020,108888821,1.0,4950000.0000,"10 Quendon Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1779,1.0,2.0,337 m²,,,31 July 2020,108935620,,2750000.0000,"9 Norfolk Street, Harfield Village, Cape Town",House,,,,3.0,,,,,,,
1780,4.0,4.0,991 m²,380 m²,3.0,01 September 2020,109052384,1.0,14495000.0000,"Newlands, Cape Town",House,,1.0,,,,,1.0,,,,
1781,2.5,2.0,,145 m²,,01 July 2020,108820889,,10495000.0000,"55 St Johns Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,2.0,,,,,,,,
1782,1.0,1.0,,69 m²,1.0,01 September 2020,109054006,,2995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1783,1.5,3.0,265 m²,130 m²,,28 August 2020,109043256,,3395000.0000,"Mowbray, Cape Town",House,1.0,,,1.0,,,,,,,
1784,3.0,4.0,446 m²,,1.0,08 September 2020,109092993,,4250000.0000,"Rondebosch, Cape Town",House,1.0,,,3.0,,,,,,,
1785,2.0,3.0,,143 m²,1.0,24 July 2020,108911430,1.0,1760000.0000,"30 Mocke Road, Punts Estate, Cape Town",Townhouse,,,,1.0,,,,1.0,,,
1786,1.0,0.5,,44 m²,,09 September 2020,109096833,,1750000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1787,2.0,2.0,,91 m²,,09 September 2020,109097638,,4750000.0000,"Foreshore, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1788,2.0,2.0,,,,09 September 2020,109096595,,3940000.0000,"24 Hans Strijdom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1789,1.0,2.0,,52 m²,,03 September 2020,109062649,,895000.0000,"32 Rylands Heights, Rylands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1790,3.0,4.0,726 m²,220 m²,2.0,22 July 2020,108899822,1.0,4995000.0000,"5 Petricia Road, Constantia, Cape Town",House,,1.0,,2.0,,,1.0,,,,
1791,3.0,3.0,328 m²,328 m²,2.0,27 August 2020,109037930,1.0,2995000.0000,"Observatory, Cape Town",House,,,,,,,1.0,,,,
1792,3.0,3.0,,233 m²,1.0,02 September 2020,109059666,1.0,7995000.0000,"De Waterkant, Cape Town",House,,1.0,,,,,,,,,
1793,1.0,2.0,124 m²,124 m²,,24 August 2020,109021360,1.0,2195000.0000,"Observatory, Cape Town",House,1.0,,,,,,,1.0,,,
1794,2.0,3.0,381 m²,117 m²,1.0,24 August 2020,109024230,1.0,3295000.0000,"Mowbray, Cape Town",House,,,,2.0,,,,,,,
1795,1.0,2.0,,78 m²,,07 August 2020,108961150,,1750000.0000,"6 Constantiaberg Villas, 5 Birmingham Rd, Plumstead, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1796,1.0,2.0,1 200 m²,73 m²,,30 July 2019,107764168,,2395000.0000,"27 St. James Street, Vredehoek, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,
1797,2.0,2.0,,94 m²,,20 July 2020,108888065,,11990000.0000,"36 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1798,,,,55 m²,,08 August 2020,108966946,,2500000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
1799,4.5,5.0,481 m²,320 m²,2.0,27 August 2020,109038604,1.0,16750000.0000,"Fresnaye, Cape Town",House,1.0,1.0,,,,,,,,,
1800,1.0,2.0,,67 m²,1.0,17 July 2020,108884642,,3450000.0000,"15 Boundary Road, Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1801,1.5,2.0,,73 m²,1.0,26 August 2020,109030452,,2900000.0000,"Vredehoek, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,
1802,1.0,2.0,,81 m²,,27 July 2020,108918067,,6000000.0000,"119 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1803,1.0,2.0,,90 m²,1.0,24 August 2020,109020401,1.0,1800000.0000,"11 Vans Road, Tokai, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,
1804,3.0,4.0,369 m²,,,21 August 2020,109017141,,1950000.0000,"40 Shearwater Drive, Marina Da Gama, Cape Town",House,,,,1.0,,,,,,,
1805,7.5,7.0,515 m²,1635 m²,3.0,24 June 2020,108795152,1.0,27500000.0000,"19 Vesperdene, Green Point, Cape Town",House,,,,3.0,,,1.0,,,,
1806,1.0,2.0,,139 m²,1.0,18 July 2020,108886019,,4950000.0000,"5 Hall Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1807,1.0,2.0,,52 m²,,08 September 2020,109088168,,1169000.0000,"Kenilworth, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
1808,4.0,5.0,1 663 m²,400 m²,,24 July 2020,108909802,,5900000.0000,"3 Soetvlei, Constantia, Cape Town",House,,,,3.0,,,,,,,
1809,1.0,1.0,,28 m²,,03 September 2020,109047053,,691120.0000,"Pinelands, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1810,3.0,4.0,570 m²,360 m²,2.0,24 August 2020,109020893,1.0,6999000.0000,"Claremont Upper, Cape Town",House,,,,2.0,,,1.0,,,,
1811,3.5,3.0,778 m²,,2.0,02 August 2020,108939633,,13500000.0000,"11128 Steenberg Estate Off Steenberg Road, Steenberg Golf Estate, Cape Town",House,1.0,,,2.0,,,,,,1.0,
1812,1.0,3.0,496 m²,,1.0,09 September 2020,109094773,1.0,2750000.0000,"2 Rouen Avenue, Diep River, Cape Town",House,1.0,,,1.0,,,,1.0,,,
1813,2.5,3.0,,130 m²,2.0,05 August 2020,108952681,1.0,8850000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1814,,,,44 m²,,01 September 2020,109054968,,2550000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,1.0,,,,,
1815,1.0,2.0,,56 m²,,04 September 2020,109065969,,1530000.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
1816,4.5,4.0,542 m²,382 m²,2.0,06 August 2020,108956599,,10650000.0000,"26 On Brommaert, Constantia, Cape Town",House,,,,,,,,,,,
1817,4.0,5.0,,408 m²,,14 December 2018,107039631,,29995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1818,2.0,2.0,,,1.0,16 September 2020,109125160,,2695000.0000,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,,,,,,1.0,
1819,2.0,4.0,433 m²,152 m²,2.0,17 March 2020,108579236,,3975000.0000,"Rondebosch, Cape Town",House,,1.0,,,,,,,,,
1820,2.5,2.0,,67 m²,,22 July 2020,108898749,,2475000.0000,"82 Harfield Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
1821,1.0,3.0,405 m²,144 m²,,24 August 2020,109021289,1.0,3450000.0000,"Mowbray, Cape Town",House,,,,2.0,,,1.0,,,,
1822,2.0,2.0,,129 m²,,16 July 2020,108880111,,12500000.0000,"3 South Arm Road, Waterfront, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,
1823,2.0,4.0,704 m²,268 m²,2.0,07 January 2020,108295536,,10600000.0000,"Newlands, Cape Town",House,,,,2.0,,,,,,,
1824,2.0,3.0,744 m²,340 m²,2.0,12 September 2020,109110392,1.0,6900000.0000,"Rondebosch, Cape Town",House,1.0,,,2.0,,,,,,,
1825,1.0,1.0,,61 m²,,16 July 2020,108879609,,2850000.0000,"103 Harbour Bridge 103 Dockrail Rd, Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,
1826,2.0,2.0,178 m²,,,17 August 2020,108994930,,2800000.0000,"Rosebank, Cape Town",House,1.0,1.0,,,,,,,,,
1827,1.0,2.0,,83 m²,,25 August 2020,109028792,,1650000.0000,"Kenilworth, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
1828,10.0,9.0,1 250 m²,,5.0,04 August 2020,108946858,,22000000.0000,"1 Verwood Street, Muizenberg, Cape Town",House,1.0,1.0,4.0,,,,,,,,
1829,3.0,4.0,400 m²,,2.0,07 September 2020,109072182,,2599900.0000,"Maitland, Cape Town",House,,1.0,,,,,,,,,
1830,4.0,4.0,965 m²,,2.0,08 September 2020,109089496,1.0,10950000.0000,"Claremont Upper, Cape Town",House,1.0,1.0,3.0,,,,,,,,
1831,1.0,3.0,296 m²,66 m²,2.0,31 August 2020,109048438,,1850000.0000,"Plumstead, Cape Town",House,,,,,,,,,,,
1832,4.5,4.0,598 m²,,3.0,17 September 2020,109131926,,23500000.0000,"Fresnaye, Cape Town",House,,,,,,,,,,,
1833,,,,,,14 August 2020,108989356,,1850000.0000,"6 Niblick Street, Lakeside, Cape Town",Townhouse,,,,,,,,,,,
1834,3.0,3.0,228 m²,350 m²,2.0,27 July 2020,108915627,1.0,5950000.0000,"20 Lower Pypies Square, Vredehoek, Cape Town",House,1.0,,,,,,,,,,
1835,1.0,1.0,,47 m²,,09 September 2020,109093687,,1575000.0000,"3a Greenfield Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1836,2.0,2.0,,71 m²,,17 July 2020,108883311,,3499000.0000,"23 Arthur's Road, Arthurs Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1837,2.0,2.0,454 m²,170 m²,,12 August 2020,108978208,,1999000.0000,"Wynberg Upper, Cape Town",House,1.0,,2.0,,,,,,,,
1838,2.0,3.0,,182 m²,1.0,28 August 2020,109041888,,3700000.0000,"Observatory, Cape Town",Townhouse,,,,,1.0,,,,,,
1839,2.0,4.0,595 m²,,,07 September 2020,109077070,1.0,2150000.0000,"Wetton, Cape Town",House,1.0,,,,,,1.0,,,,
1840,2.0,2.0,102 m²,,2.0,08 August 2020,108966776,,3400000.0000,"24 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1841,1.0,2.0,170 m²,100 m²,,24 June 2020,108793870,1.0,2750000.0000,"14 Duke Street, Woodstock, Cape Town",House,,,,,,,,,,,
1842,3.5,3.0,335 m²,,1.0,31 August 2020,109048459,1.0,14900000.0000,"Higgovale, Cape Town",House,1.0,1.0,,,,,,,,,
1843,2.0,2.0,,118 m²,2.0,05 March 2020,107125390,1.0,3500000.0000,"338 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,
1844,2.0,2.0,,92 m²,,26 August 2020,109034326,,2699000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1845,2.5,2.0,82 m²,82 m²,,17 July 2020,108883820,1.0,2695000.0000,"37 Chelmsford Road, Vredehoek, Cape Town",Apartment / Flat,1.0,,,1.0,,,,1.0,,,
