,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
1502,3.0,4.0,1 111 m²,,2.0,01 September 2020,109050798,,7995000.0000,"Kenilworth Upper, Cape Town",House,1.0,1.0,3.0,,,,,,,,
1503,1.0,1.0,63 m²,,,07 September 2020,109076663,,4100000.0000,"100 Beach Road, Mouille Point, Cape Town",House,1.0,,,1.0,,,,1.0,,,
1504,2.0,2.0,,56 m²,1.0,03 August 2020,108940434,,1850000.0000,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1505,2.0,2.0,,120 m²,,04 September 2020,109067124,,5999000.0000,"302 One8 One8 On Albany 3a Albany Road Sea Point, Sea Point, Cape Town",Apartment / Flat,,1.0,,2.0,,,,1.0,,,
1506,1.0,3.0,202 m²,80 m²,,28 August 2020,109041805,,2599000.0000,"Harfield Village, Cape Town",House,,1.0,1.0,,,,,,,,
1507,1.0,1.0,,43 m²,,10 September 2020,109101805,,1895000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1508,2.0,2.0,,89 m²,1.0,30 July 2020,108931735,,2050000.0000,"Upper East Side, 16 Pickwick Road, Salt River, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1509,1.0,1.0,,58 m²,,28 August 2020,109043731,,2295000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1510,1.0,1.0,,46 m²,,31 August 2020,109047948,,875000.0000,"Diep River, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
1511,1.0,2.0,,,,22 September 2020,109147279,,449000.0000,"Grassy Park, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1512,1.0,1.0,,43 m²,,28 July 2020,108923127,,1450000.0000,"210 The Factory, 1 Howe Street, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1513,3.0,3.0,298 m²,440 m²,,05 June 2017,105217368,,28000000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1514,1.0,2.0,201 m²,,1.0,11 August 2020,108974743,,1160000.0000,"Sunrise Boulevard, Muizenberg, Cape Town",House,1.0,,,3.0,,,,1.0,,,
1515,1.0,2.0,,50 m²,,14 September 2020,109112704,,995000.0000,"Pinelands, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
1516,3.0,4.0,266 m²,380 m²,2.0,31 August 2020,109050447,1.0,8995000.0000,"Green Point, Cape Town",House,,1.0,,,,,,,,,
1517,2.0,3.0,,,,14 September 2020,109113066,,1685000.0000,"4, 226 Main Road, Rondebosch, Cape Town",Apartment / Flat,1.0,,1.0,,,,,,,,
1518,1.0,1.0,,43 m²,,16 September 2020,109127182,,1290000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
1519,3.0,3.0,497 m²,340 m²,2.0,07 September 2020,109076556,1.0,19995000.0000,"Fresnaye, Cape Town",Townhouse,,1.0,,,,,,,,,
1520,4.5,4.0,1 280 m²,,2.0,11 August 2020,108974277,1.0,6400000.0000,"10 The Oval, Pinelands, Cape Town",House,,1.0,,5.0,,,,,,,
1521,3.0,3.0,301 m²,,2.0,06 August 2020,108960289,,7750000.0000,"29 Ravenscraig Road, Green Point, Cape Town",House,1.0,1.0,,,,,,,,,
1522,2.0,2.0,209 m²,105 m²,1.0,24 July 2020,108909735,1.0,3900000.0000,"13 Bertram Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1523,2.0,3.0,,163 m²,1.0,31 August 2020,109049137,,3250000.0000,"13 Greenfields, Kenilworth Upper, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
1524,3.5,4.0,604 m²,211 m²,2.0,11 September 2020,109105256,1.0,9350000.0000,"Silvertree Estate, Cape Town",House,1.0,1.0,,2.0,,,,,,,
1525,2.0,5.0,,,,21 September 2020,109141444,1.0,2700000.0000,"Observatory, Cape Town",House,,,,,,1.0,,,,,
1526,3.0,4.0,2 529 m²,,4.0,07 September 2020,108159949,,8800000.0000,"38 Brommersvlei Road, Constantia, Cape Town",House,1.0,1.0,,6.0,,,,,,,
1527,2.0,2.0,,100 m²,2.0,02 July 2020,108824076,,3999950.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1528,1.0,2.0,,86 m²,,18 August 2020,108999523,,1699000.0000,"6 Mckinley Grange, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1529,2.0,2.0,,106 m²,,14 July 2020,108869946,,2995000.0000,"3 St George's Mall, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1530,1.5,2.0,,102 m²,1.0,03 September 2020,109062571,,5590000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1531,1.0,3.0,535 m²,,2.0,07 September 2020,109074210,,1849000.0000,"Pinati, Cape Town",House,1.0,,,,,,,,,,
1532,1.0,2.0,,79 m²,1.0,03 September 2020,109063849,,2999999.0000,"Woodstock, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1533,3.0,8.0,,,,21 September 2020,109141965,,2200000.0000,"Grassy Park, Cape Town",House,,,,,,,,,,,
1534,,1.0,,53 m²,,08 September 2020,109088245,,1599000.0000,"69 Main Road, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1535,3.0,5.0,369 m²,,1.0,13 August 2020,108985026,,8500000.0000,"13 Roos Road, Green Point, Cape Town",House,1.0,1.0,,1.0,,,,,,,
1536,3.0,3.0,814.4 m²,366 m²,2.0,21 September 2020,109142696,,13595000.0000,"Constantia, Cape Town",House,1.0,,,,,,,,,,
1537,2.0,3.0,223 m²,,1.0,10 September 2020,109099247,1.0,2350000.0000,"Diep River, Cape Town",House,1.0,,,3.0,,,,,,,
1538,2.0,2.0,,73 m²,,03 August 2020,108941003,,2999000.0000,"1 Hans Stijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,1.0,,,,,
1539,2.0,3.0,,138 m²,,01 September 2020,109052060,1.0,9995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1540,2.0,4.0,285 m²,120 m²,1.0,04 July 2020,108832481,,2495000.0000,"18 Milner, Observatory, Cape Town",House,,,1.0,,,,1.0,,,,
1541,3.5,3.0,230 m²,260 m²,2.0,28 August 2020,109043433,1.0,5995000.0000,"Tokai, Cape Town",House,1.0,,,,,,,,,,
1542,6.0,5.0,1 486 m²,433 m²,2.0,03 September 2020,109063379,1.0,92500000.0000,"Bantry Bay, Cape Town",House,1.0,1.0,,4.0,,,1.0,,,,
1543,,,2 500 m²,,,01 April 2020,108610726,,9500000.0000,"Brommersvlei Road Upper Constantia, Constantia, Cape Town",House,,,,,,,,,,,
1544,2.0,2.0,,85 m²,,28 August 2020,109043080,1.0,4295000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,
1545,1.0,,,27 m²,,31 July 2020,108935697,,995000.0000,"50 Rouwkoop, Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1546,2.0,4.0,446 m²,,,09 September 2020,109093557,,2500000.0000,"Muizenberg, Cape Town",House,1.0,,,2.0,,,,,,,
1547,3.0,4.0,479 m²,,,06 September 2020,109071091,,3250000.0000,"10 Compass Close, Marina Da Gama, Cape Town",House,1.0,1.0,,,,,,,,,
1548,3.0,4.0,339 m²,,,18 September 2020,109136559,,7250000.0000,"Constantia, Cape Town",House,1.0,,,2.0,,,,,,,
1549,5.0,5.0,229 m²,208 m²,,09 August 2020,108967182,,2995000.0000,"14 St Michaels Road, Observatory, Cape Town",House,1.0,,,,,,,,,,
1550,2.0,4.0,833 m²,,,12 August 2020,108978548,1.0,3250000.0000,"32 Avonduur Road, Pinelands, Cape Town",House,1.0,,6.0,,,,,,,,
1551,1.0,2.0,,74 m²,1.0,29 July 2020,108924566,1.0,2850000.0000,"12 Sophia, Oranjezicht, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
1552,3.0,3.0,595 m²,,1.0,26 August 2020,109035305,,2995000.0000,"Syringa Crescent 1, Thornton, Cape Town",House,1.0,,,1.0,,,,1.0,,,
1553,4.0,3.0,600 m²,,2.0,07 August 2020,108961750,,,"6 Josephine Road, Claremont Upper, Cape Town",House,,1.0,,,,,,,,,
1554,2.0,3.0,,126 m²,1.0,18 September 2020,109137152,1.0,2300000.0000,"Wynberg Upper, Cape Town",Townhouse,1.0,,,2.0,,,,1.0,,,
1555,2.0,3.0,312 m²,,2.0,17 July 2020,108884768,,8500000.0000,"23 Devonport Road, Tamboerskloof, Cape Town",House,,1.0,,,,,1.0,,,,
1556,1.0,0.5,,17 m²,,10 September 2020,109100705,,895000.0000,"G2 Heylon Court 367 Main Road Sea Point, Sea Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
1557,1.0,1.0,,24 m²,,17 August 2020,108993709,,420000.0000,"Maitland, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1558,1.0,4.0,128 m²,,,06 August 2020,108957651,,,"33 Goldsmith Road, Woodstock, Cape Town",House,,,,,,,,,,,
1559,3.0,3.0,,166 m²,,04 September 2020,109068998,,2750000.0000,"Observatory, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1560,2.0,3.0,,267 m²,1.0,13 September 2020,109111046,1.0,1400000.0000,"Kensington, Cape Town",House,,1.0,,3.0,,,,,,,
1561,2.0,2.0,,120 m²,,03 September 2020,109063386,,4895000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1562,2.0,3.0,117 m²,,,07 September 2020,109073592,,1890000.0000,"Observatory, Cape Town",House,,,,,,,,,,,
1563,1.0,2.0,61 m²,61 m²,,02 September 2020,108347922,,2650000.0000,"Kenilworth Upper, Cape Town",Apartment / Flat,,,,2.0,1.0,,,1.0,,,
1564,4.0,4.0,,202 m²,,27 August 2020,109038812,,14750000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,3.0,1.0,,,,,,
1565,3.0,4.0,844 m²,250 m²,2.0,28 August 2020,109041711,,4200000.0000,"Bergvliet, Cape Town",House,,,,,,,,,,,
1566,1.5,2.0,,88 m²,1.0,27 July 2020,108918778,,2900000.0000,"315 Main Road, Sea Point, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,
1567,2.0,2.0,86 m²,86 m²,,09 September 2020,109097810,,3700000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1568,3.5,5.0,496 m²,,4.0,12 September 2020,109110682,,1790000.0000,"Belgravia, Cape Town",House,,,,4.0,,,1.0,,,,
1569,3.0,3.0,122 m²,122 m²,1.0,25 July 2020,108912767,1.0,8950000.0000,"199 Beach Rd, Three Anchor Bay, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1570,1.0,1.0,,63 m²,,08 September 2020,109088656,,2250000.0000,"Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1571,1.0,2.0,,66 m²,,28 August 2020,107489295,1.0,2100000.0000,"Claremont Upper, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
1572,1.0,0.5,,44 m²,,28 August 2020,109040110,,2195000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
1573,3.0,2.0,,150 m²,2.0,02 September 2020,108430677,,3750000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1574,1.0,1.0,,51 m²,1.0,01 August 2020,108938242,1.0,1595000.0000,"21 Main Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1575,1.0,1.0,,70 m²,1.0,07 July 2020,108840426,,1495000.0000,"12 Myrtle Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
1576,2.0,2.0,,77 m²,,28 August 2020,109042864,,2795000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1577,2.0,2.0,,77 m²,,28 July 2020,108923065,,3495000.0000,"20 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1578,2.0,2.0,146 m²,,2.0,16 September 2020,109124351,1.0,4995000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1579,3.0,5.0,654 m²,200 m²,1.0,29 August 2020,109044658,1.0,2495000.0000,"Thornton, Cape Town",House,1.0,1.0,,3.0,,,,1.0,,,
1580,2.0,3.0,124 m²,,,06 August 2020,108957479,,2250000.0000,"18 Clarence Street, Woodstock, Cape Town",House,1.0,,,,,,,1.0,,,
1581,2.5,2.0,140 m²,140 m²,1.0,28 August 2020,109039959,1.0,6195000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
1582,2.5,2.0,,141 m²,,12 August 2020,108977417,1.0,19995000.0000,"29 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,1.0,,2.0,,,,1.0,,,
1583,1.0,2.0,,78 m²,1.0,28 August 2020,109041823,,1750000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1584,3.0,4.0,465 m²,,,18 August 2020,109000584,1.0,2550000.0000,"14 Monton Road, Kenwyn, Cape Town",House,1.0,1.0,,3.0,,,,,,,
1585,2.5,3.0,500 m²,,1.0,09 September 2020,109093340,,1530000.0000,"Lotus River, Cape Town",House,1.0,,,4.0,,,,,,,
1586,2.5,3.0,320 m²,220 m²,2.0,25 July 2020,108912403,1.0,7100000.0000,"14 Oak Tree Road, Vredehoek, Cape Town, Vredehoek, Cape Town",House,1.0,1.0,,3.0,,1.0,,1.0,,,
1587,2.0,3.0,,,2.0,15 August 2020,108990632,,4500000.0000,"9 Main Street, Newlands, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,
1588,1.0,1.0,,41 m²,,17 July 2020,108882938,,1800000.0000,"504 Urban Artisan 22 Salt River Road, Woodstock, Cape Town",House,,,,1.0,,,,1.0,,,
1589,2.0,3.0,367 m²,138 m²,,09 September 2020,109098192,1.0,3550000.0000,"Rondebosch, Cape Town",House,1.0,,,2.0,,,,,,,
1590,1.5,3.0,,87 m²,,02 September 2020,109059396,,2100000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1591,1.0,2.0,14 960 m²,62 m²,,27 July 2020,108917564,,1100000.0000,"1 Baden Powell Drive, Costa Da Gama, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,
1592,1.0,1.0,51 m²,51 m²,,31 August 2020,109046534,,1400000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1593,1.0,,1 590 m²,45 m²,,30 August 2020,109045651,,800000.0000,"Plumstead, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1594,6.5,7.0,690 m²,429 m²,2.0,27 August 2020,107381438,1.0,11500000.0000,"Camps Bay, Cape Town",House,1.0,1.0,,,,1.0,1.0,,,,
1595,2.0,2.0,,101 m²,1.0,05 August 2020,108952799,,2395000.0000,"31 Brickfield Road, Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,
1596,2.5,5.0,1 309 m²,,2.0,14 September 2020,109115889,,6749000.0000,"Claremont Upper, Cape Town",House,,,,,,,1.0,,,,
1597,3.0,3.0,170 m²,150 m²,1.0,10 September 2020,109099230,1.0,4500000.0000,"Bo Kaap, Cape Town",House,1.0,,,,,,,,,,
1598,1.0,1.0,,50 m²,1.0,30 July 2020,108930736,,1350000.0000,"34 St Georges Mall, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1599,1.0,1.0,,46 m²,,20 September 2020,109140107,1.0,1790000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,
1600,2.0,4.0,898 m²,,,04 June 2020,108709017,,4250000.0000,"Pinelands, Cape Town",House,1.0,1.0,,2.0,,,,,,,
1601,5.5,6.0,395 m²,292 m²,2.0,29 August 2020,109045232,,9950000.0000,"Sea Point, Cape Town",House,1.0,,,2.0,1.0,,,,,,
1602,2.0,2.0,,127 m²,2.0,02 September 2020,109057847,,5950000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1603,2.5,3.0,,,3.0,07 September 2020,109073573,,12500000.0000,"17 Monterey Avenue, Bishopscourt, Cape Town",House,1.0,1.0,,,,,,,,,
1604,3.5,5.0,4 035 m²,,3.0,14 August 2020,108990111,,24950000.0000,"29 Upper Sidmouth Avenue, Bishopscourt, Cape Town",House,1.0,1.0,,4.0,,,,,,,
1605,2.0,3.0,1 011 m²,,2.0,13 August 2020,107301787,,5795000.0000,"20 Mountain View Crescent, Tokai, Cape Town",House,,,,1.0,,,,,,,
1606,3.5,4.0,,703 m²,1.0,06 August 2020,108957494,1.0,4950000.0000,"10 Goldbourne Road, Kenilworth, Cape Town",House,,1.0,,3.0,,,1.0,,,,
1607,2.5,2.0,,132 m²,,05 September 2020,109070403,1.0,7950000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,3.0,,,,,,,
1608,1.0,1.0,,56 m²,,09 July 2020,108852751,,2500000.0000,"233 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1609,2.0,3.0,287 m²,,1.0,05 September 2020,109069790,,2195000.0000,"Kirstenhof, Cape Town",House,1.0,1.0,,3.0,,,,,,,
1610,3.5,4.0,781 m²,328 m²,2.0,23 July 2020,108907431,1.0,6700000.0000,"11 Bishopscourt Road, Claremont Upper, Cape Town",House,1.0,1.0,,2.0,,,,,,,
1611,3.0,5.0,428 m²,162 m²,2.0,06 July 2020,108835881,,2995000.0000,"14 Campbell Street, Observatory, Cape Town",House,,,,2.0,,,,,,,
1612,4.0,4.0,140 m²,140 m²,,13 May 2020,108660573,,3800000.0000,"Schotschekloof, Bo Kaap, Cape Town",House,1.0,,,,,,,1.0,,,
1613,2.0,3.0,366 m²,143 m²,,27 July 2020,108918594,,3295000.0000,"8 Clifton Road, Claremont, Cape Town",House,1.0,1.0,,1.0,,,,,,,
1614,1.0,2.0,,132 m²,1.0,17 September 2020,109132167,,2900000.0000,"Salt River, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1615,2.5,2.0,,166 m²,,28 August 2020,109040985,,8700000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
1616,1.0,1.5,,73 m²,,30 August 2020,109046259,,2395000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
1617,1.0,3.0,396 m²,146 m²,1.0,28 August 2020,109043493,1.0,2695000.0000,"Maitland, Cape Town",House,1.0,1.0,,2.0,,,1.0,1.0,,,
1618,1.0,1.0,115 m²,115 m²,1.0,10 September 2020,108947210,1.0,5550000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,1.0
1619,2.0,2.0,1 038 m²,90 m²,,29 July 2020,108926486,,3095000.0000,"34 Prestwich, De Waterkant, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
1620,2.0,3.0,200 m²,60 m²,1.0,02 September 2020,109056671,,1200000.0000,"Muizenberg, Cape Town",House,,,,,,,,,,,
1621,1.0,1.0,,67 m²,1.0,28 August 2020,109042997,,3250000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1622,1.0,1.0,,41 m²,,03 September 2020,109063061,,1150000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1623,1.0,1.0,38 m²,38 m²,,04 September 2020,109065235,,1367600.0000,"8 Harfield Road, Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,
1624,4.0,10.0,,,,03 April 2019,107367463,,5250000.0000,"21 Ednam Road, Rondebosch, Cape Town",House,1.0,,,,,,,,,,
1625,1.0,2.0,,79 m²,1.0,27 August 2020,109036379,1.0,2400000.0000,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,
1626,2.5,3.0,96 m²,87 m²,1.0,27 August 2020,109036004,1.0,2595000.0000,"Kenilworth, Cape Town",House,1.0,,,2.0,,,,,,,
1627,1.0,2.0,,,,28 February 2020,108512890,,1899000.0000,"Zonnebloem, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
1628,1.0,2.0,,97 m²,1.0,03 August 2020,108944277,1.0,2140000.0000,"242 Main Road, Claremont Upper, Cape Town",Apartment / Flat,,,,,,,,,,,
1629,1.0,0.5,,32 m²,,15 September 2020,109120057,,1499000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,1.0,,,,,
1630,2.0,2.0,315 m²,,,23 July 2020,108906556,,3750000.0000,"53 Ritchie Street, University Estate, Cape Town",House,1.0,,,2.0,,,,,,,
1631,5.0,7.0,2 032 m²,600 m²,3.0,01 July 2020,108818682,,11500000.0000,"32 Duckitt Avenue, Constantia, Cape Town",House,,1.0,,5.0,,,1.0,,,,
1632,1.0,2.0,,92 m²,2.0,22 July 2020,108902686,,3195000.0000,"20 Church Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1633,2.0,2.0,,140 m²,,27 August 2020,109038131,,4200000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
1634,2.0,2.0,,115 m²,,12 August 2020,108978647,,6250000.0000,"1 Kings Road, Sea Point, Cape Town",Apartment / Flat,,,,2.0,,1.0,,1.0,,,
1635,1.0,1.0,,74 m²,1.0,27 August 2020,109037297,,3100000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1636,1.0,2.0,80 m²,,,17 September 2020,109131209,,3211300.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
1637,2.0,2.0,,88 m²,,24 July 2020,108910561,,2695000.0000,"166817 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
1638,1.0,1.0,,62 m²,1.0,27 August 2020,109036755,,1550000.0000,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
1639,1.0,1.0,,42 m²,,30 July 2020,108932388,,,"731 Wex 1 85 Albert Road, Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
1640,2.0,4.0,250 m²,190 m²,,19 August 2020,109007438,,4995000.0000,"13 Albany Road, Sea Point, Cape Town",House,1.0,,,,,,,,,,
1641,3.0,5.0,871 m²,283 m²,3.0,27 August 2020,109034394,1.0,3500000.0000,"3 Flamingo Crescent, Zeekoeivlei, Zeekoevlei, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
1642,2.0,2.0,,130 m²,,16 July 2020,108879533,,4100000.0000,"7 Herschel Close, Claremont Upper, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1643,4.5,4.0,822 m²,,2.0,07 August 2020,108964643,1.0,16995000.0000,"11111 Steenberg Estate, Off Steenberg Road, Steenberg Golf Estate, Cape Town",House,1.0,1.0,,2.0,,,,,,1.0,
1644,1.0,,,47 m²,1.0,24 July 2020,108909382,1.0,1795000.0000,"229 High Level Road, Sea Point, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,
1645,1.0,3.0,567 m²,,1.0,16 September 2020,109126265,,1899000.0000,"Steenberg, Cape Town",House,,,,,,,,,,,
1646,3.0,5.0,2 027 m²,316 m²,2.0,09 September 2020,109096772,1.0,9300000.0000,"2 Constantiaberg Close, Constantia, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
1647,15.0,12.0,4 254 m²,995 m²,3.0,04 September 2020,109066526,,21000000.0000,"Bishopscourt Village, Cape Town",Townhouse,,,,,,,,,,,
1648,2.0,4.0,825 m²,,2.0,17 August 2020,108993450,,4950000.0000,"11 Oak Farm Crescent, Constantia, Cape Town",House,,,,,,,,,,,
1649,2.0,3.0,356 m²,177 m²,,26 August 2020,109031324,,3450000.0000,"Muizenberg, Cape Town",House,1.0,,,2.0,,,,,,,
1650,2.0,3.0,497 m²,,,04 September 2020,109066016,1.0,2750000.0000,"Kenilworth, Cape Town",House,,1.0,,2.0,,,,,,,
1651,1.0,2.0,,90 m²,,27 August 2020,109038046,,1775000.0000,"Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,
1652,1.5,2.0,,81 m²,,13 August 2020,108982951,,1395000.0000,"Rosebank, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
1653,4.0,6.0,1 569 m²,,2.0,27 July 2020,108918917,1.0,6500000.0000,"1 Alexandra, Wynberg Upper, Cape Town",House,1.0,1.0,8.0,,,,,,,,
1654,3.0,5.0,718 m²,159 m²,,28 August 2020,109041239,,3650000.0000,"Kenwyn, Cape Town",House,1.0,1.0,,6.0,,,1.0,,,,
1655,3.0,4.0,495 m²,136 m²,,26 August 2020,109034068,,5250000.0000,"Claremont, Cape Town",House,1.0,,,2.0,,,,,,,
1656,1.0,1.0,,70 m²,,27 July 2020,108915930,,1499000.0000,"100 Bayview Lodge, Main Road, Muizenberg, Cape Town",Apartment / Flat,,,,,,,,,,,
1657,2.0,2.0,496 m²,186 m²,,04 September 2020,109067903,,2500000.0000,"Plumstead, Cape Town",House,1.0,,,1.0,,,,,,,
1658,1.0,4.0,666 m²,,,14 August 2020,108989336,,6995000.0000,"35 Coronation Rd, Walmer Estate, Cape Town",House,,,,,,,,,,,
1659,3.0,4.0,495 m²,225 m²,2.0,26 August 2020,109034224,,3495000.0000,"76 Woodley Road, Plumstead, Cape Town",House,1.0,1.0,,,,,1.0,,,,
1660,3.0,2.0,,153 m²,,10 July 2020,108856347,,13800000.0000,"Carradale, 3 Marina One Quay Street, Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1661,1.0,3.0,70 m²,182 m²,1.0,29 July 2020,108926823,,580000.0000,"49 Saint Robert Road, Retreat, Cape Town",House,,,1.0,,,,,,,,
1662,1.0,2.0,,65 m²,,24 July 2020,108910617,,1395000.0000,"1 Drury Street, Zonnebloem, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,
1663,1.0,1.0,9 000 m²,64 m²,,09 September 2020,109098301,1.0,1895000.0000,"Gardens, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
1664,3.5,4.0,511 m²,247 m²,1.0,24 July 2020,108911795,1.0,11500000.0000,"4 Francolin Road, Camps Bay, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
1665,2.0,2.0,,95 m²,,04 September 2020,109065986,,3250000.0000,"Newlands, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,
1666,2.0,2.0,,91 m²,,09 September 2020,109098145,1.0,3800000.0000,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
1667,4.0,3.0,,232 m²,2.0,22 July 2020,108900900,1.0,11995000.0000,"311 Ocean View Drive, Fresnaye, Cape Town",Apartment / Flat,,,,,,,,,,,
1668,4.0,4.0,471 m²,232 m²,,21 August 2020,109015504,,15000000.0000,"Oranjezicht, Cape Town",House,,,,,,,,,,,
1669,1.0,2.0,124 m²,,,19 September 2020,109139222,1.0,1750000.0000,"Salt River, Cape Town",House,,,,1.0,,,,,,,
1670,,,,,,23 September 2020,109152256,,1850000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,,,,,,,,
1671,1.0,3.0,,97 m²,,25 August 2020,109029037,,1495000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
1672,1.0,1.0,,60 m²,,22 July 2020,108900312,,1295000.0000,"267 Victoria Rd, Woodstock, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
